ID	S1	S2	S3
1497-RMM-2049B	27.4148024413	15.1309594463	18.621605137
1497-RMM-2050B	19.3995793415	17.8734549464	24.3619381285
1497-RMM-2051B	23.5729063475	14.6146775267	24.7331181066
1497-RMM-2052B	20.782118002	16.7174126751	25.4728307746
1497-RMM-2053B	24.8845937064	14.5842300993	22.1059252703
1497-RMM-2054B	23.2884345143	14.9002988503	23.4281167678
1497-RMM-2055B	28.5754214137	12.9116520812	19.0973426028
1497-RMM-2056B	23.1847551183	14.4260047892	24.4313260425
1497-RMM-2057B	21.4300535685	15.767902931	24.9727947722
1497-RMM-2058B	20.8852312415	16.6000958524	24.1570774743
1497-RMM-2059B	20.4843971795	17.1420427654	25.0205086088
1497-RMM-2060B	16.4182239296	18.0627508685	28.7030033913
1497-RMM-2061B	19.3681890848	17.8677799519	25.1549905347
1497-RMM-2062B	22.1522561357	15.7962871719	24.2305893456
1497-RMM-2063B	29.1598557347	13.0631608837	19.133313551
1497-RMM-2064B	30.6848182673	12.3578143723	18.1827625692
1497-RMM-2065B	26.7473750661	14.2277668095	20.8164902992
1497-RMM-2066B	23.7384011111	16.5212307691	23.3626197643
1497-RMM-2067B	27.7812542535	13.3282505684	20.1592082863
1497-RMM-2068B	24.6189507408	12.9163502953	23.6258915915
1497-RMM-2069B	28.7625129333	15.1090388375	19.1877624191
1497-RMM-2071B	24.9522476867	15.2980498291	22.2183160684
1497-RMM-2072B	25.0812248935	14.7670984867	22.5319260584
1497-RMM-2073B	24.0691196014	17.1981721932	21.6767523043
1497-RMM-2074B	23.7218014188	13.9508272066	23.5562111128
1497-RMM-2075B	29.8051758569	12.8413090656	17.6836590838
1497-RMM-2076B	21.7634287961	15.2915300444	23.3691970573
1497-RMM-2077B	28.8112580556	13.9811488174	18.3128333345
1497-RMM-2078B	27.2990211657	12.0221279759	22.3415713416
1497-RMM-2079B	25.4084987844	15.0208255563	21.8576585008
1497-RMM-2081B	21.4038844049	18.8502223936	22.6818905423
1497-RMM-2082B	23.5578584336	14.7830944391	23.536243811
1497-RMM-2083B	21.3822820291	15.8325917432	25.6693422862
1497-RMM-2084B	25.8324763122	15.0118616621	20.7982840215
1497-RMM-2085B	28.3187796795	16.4264605206	16.7868259461
1497-RMM-2086B	24.0201905614	17.6019451795	21.6072127279
1497-RMM-2087B	27.3642324802	15.5780808644	18.3364177046
1497-RMM-2088B	25.207029719	15.7337864083	21.5054330672
1497-RMM-2089B	27.471369605	16.0811083197	18.6710739065
1497-RMM-2090B	26.4931929288	13.4786579653	20.906212327
1497-RMM-2091B	22.1841804929	17.9158863621	22.4672842979
1497-RMM-2093B	25.1356126806	14.0149577194	22.5746741392
1497-RMM-2094B	23.3815962494	16.098508065	22.9072635804
1497-RMM-2095B	23.5434323223	13.8927631161	25.0873180554
1497-RMM-2096B	25.2881461964	14.5156407356	21.5367794325
1497-RMM-2097B	27.0441344957	14.5440094971	20.0597321591
1497-RMM-2098B	25.51810183	12.9410126433	22.3311090663
1497-RMM-2099B	31.1259396334	12.6468108461	17.3159527009
1497-RMM-2100B	21.4684666902	15.0008053482	24.611051586
1497-RMM-2101B	22.6703100882	14.7875581562	24.1938291307
1497-RMM-2102B	27.7710832902	13.1198232023	20.3035834278
1497-RMM-2103B	22.9448565231	15.9826296501	22.134873841
1497-RMM-2104B	26.7916521197	12.3187822275	22.8760206858
1497-RMM-2105B	25.0226004615	15.8843216483	20.5554346929
1497-RMM-2107B	21.5144839736	14.407936765	27.1850394974
1497-RMM-2108B	28.6928290149	16.9339927928	16.1996451669
1497-RMM-2109B	25.6322415136	15.3996496644	21.7009121082
1497-RMM-2110B	23.3571386055	16.3410723045	21.879744009
1497-RMM-2111B	22.372785842	15.5417746672	24.6707406737
1497-RMM-2112B	23.9698371416	12.5793333948	24.5332745167
1497-RMM-2113B	21.5300391444	16.734900393	24.6748898093
1497-RMM-2114B	23.0720007927	16.7365816104	22.9850420229
1497-RMM-2115B	23.0055155081	15.7347404437	23.9413239506
1497-RMM-2116B	26.0399544192	15.325394888	21.0039714906
1497-RMM-2117B	23.0564211409	16.1163418936	23.3763181393
1497-RMM-2118RRB	26.874004281	13.1106383031	22.2761294302
1497-RMM-2119B	26.6072817518	15.3562432796	20.6144126034
1497-RMM-2120B	24.97658138	13.8807936055	23.3305369245
1497-RMM-2121B	26.2258613262	13.3472119911	20.5279276439
1497-RMM-2122B	25.0661727923	14.297098141	21.719949755
1497-RMM-2123B	24.777524715	15.3393192942	22.4331216961
1497-RMM-2124B	24.8121585521	13.1786601526	23.321812247
1497-RMM-2125B	25.7599838829	13.912960072	21.7185592421
1497-RMM-2126B	27.8182636618	14.046886034	19.3292715387
1497-RMM-2127B	24.6449373923	14.2369382671	22.59070663
1497-RMM-2128B	18.4495160547	17.2244029066	27.2713966263
1497-RMM-2129B	24.4182707624	18.0043884854	19.8543511858
1497-RMM-2130B	24.0058549605	15.9548536929	22.1099908655
1497-RMM-2131B	20.6004915334	17.3407111343	25.5915919696
1497-RMM-2132B	23.8147223856	14.4357690473	23.7960552063
1497-RMM-2133B	18.672459577	18.9758513418	25.5973625767
1497-RMM-2134B	21.1238720154	17.7734510038	24.2192337067
1497-RMM-2135B	22.4582409057	15.1315608258	25.2208648971
1497-RMM-2136B	26.9161648848	16.1459384597	18.5826717954
1497-RMM-2137B	20.2345025883	17.1862874495	25.8324978261
1497-RMM-2138B	26.1596101386	15.7351531862	19.5187018056
1497-RMM-2139B	24.6587777451	14.7039637592	22.743023842
1497-RMM-2140B	21.9134316306	16.8096227161	23.3191312569
1497-RMM-2141B	24.1723037549	15.5690847082	21.3612785482
1497-RMM-2142B	22.891567755	15.523535695	23.3319217768
1497-RMM-2143B	26.5461543288	13.8863761988	21.9089816529
1497-RMM-2144B	26.1313708103	14.6786030648	22.2254102122
1497-RMM-2145B	27.0750463007	13.8010067083	20.8134741492
1497-RMM-2146B	23.299346407	13.681018342	24.9219344875
1497-RMM-2147B	26.4103446653	13.2330876131	21.6612326957
1497-RMM-2148B	24.631748095	16.6700066063	20.2431674437
1497-RMM-2149B	26.4222250819	13.5523691464	21.9277480056
1497-RMM-2150B	21.814211059	18.1893523244	23.0857250728
1497-RMM-2151B	23.7378738589	15.9074319275	22.5426294359
1497-RMM-2152B	23.6431869147	14.2276574434	24.7960635674
1497-RMM-2153B	19.5212340443	18.5019571769	25.0545544021
1497-RMM-2154B	20.2182862177	17.6300533936	24.2771978353
1497-RMM-2155B	21.7391875525	15.8308587599	25.1940709758
1497-RMM-2156B	22.8967786077	16.4823164716	23.2167054598
1497-RMM-2157B	23.677925581	14.1805808452	23.2881075784
1497-RMM-2158B	26.9274809052	14.0526370408	20.2232291685
1497-RMM-2159B	21.395080224	15.3645888013	24.841541964
1497-RMM-2160B	23.6184549217	15.8998029191	22.0629731736
1497-RMM-2161B	21.8785765294	18.2724182659	23.0198163024
1497-RMM-2162B	24.3432402825	17.054472802	19.8012977121
1497-RMM-2163B	28.0665866431	12.9958640477	19.9733981102
1497-RMM-2164B	19.9878662782	18.0625882782	23.4304929088
1497-RMM-2165B	26.3834139932	14.3501107566	22.1350199173
1497-RMM-2166B	21.2824238572	17.1267189033	24.6516116085
1497-RMM-2167B	25.710917365	15.7595695541	20.3934438668
1497-RMM-2168B	21.0246441061	16.4992179138	25.082880509
1497-RMM-2169B	21.2480827056	17.6953382125	22.896367631
1497-RMM-2170B	18.8266906904	18.018686623	26.4956918252
1497-RMM-2171B	23.584429459	13.3180880073	24.8500386688
1497-RMM-2172B	17.444765948	19.0599723163	26.7553722009
1497-RMM-2173B	20.860411695	17.371696539	23.9927181919
1497-RMM-2174B	20.7969376362	17.4030251994	24.1184614194
1497-RMM-2175B	26.2055180824	14.159708854	21.2888072903
1497-RMM-2176B	26.7314801988	12.9675794857	22.4298290047
1497-RMM-2177B	18.7994221001	15.829110974	27.6965894378
1497-RMM-2178B	21.6930019138	16.4605005095	24.1894946197
1497-RMM-2179B	18.6452983667	16.7671317069	26.4161023283
1497-RMM-2180B	17.2319997624	18.4134978901	27.7505796232
1497-RMM-2181B	21.0657167248	16.6542556179	24.8042746866
1497-RMM-2182B	21.9464058723	16.9050483505	23.7168031946
1497-RMM-2183B	23.1800210055	15.0412184801	23.1543128199
1497-RMM-2184B	21.756474911	16.7364396944	23.0094331043
1497-RMM-2185B	25.6116889789	14.3349077933	22.0039765288
1497-RMM-2186B	23.2100763804	15.5681337651	22.7128958724
1497-RMM-2187B	24.8376367509	16.485108674	20.9729560099
1497-RMM-2188B	15.3537771532	17.5666962435	29.7913241442
1497-RMM-2189B	29.5424309962	14.5958719116	17.7822167185
1497-RMM-2190B	25.2108447215	12.677980834	23.9512853524
1497-RMM-2191B	19.4539401003	16.3644782892	27.0879980371
1497-RMM-2192B	23.7377102347	16.061187282	22.6975642105
1497-RMM-2193B	30.0951383801	12.6707369659	18.5732880139
1497-RMM-2194B	26.9786091357	14.3249276745	20.5562607206
1497-RMM-2195B	18.0581842492	18.4866518225	26.1387724437
1497-RMM-2196B	28.311538706	12.6554410803	19.4941754161
1497-RMM-2197B	23.1327598948	15.9824989002	23.7442104232
1497-RMM-2198B	19.9381544721	17.075135126	25.6484155435
1497-RMM-2199B	27.1203443862	12.592244928	21.7302827897
1497-RMM-2200B	23.818294701	15.9777421956	22.0238705615
1497-RMM-2201B	33.7119903915	9.77587550271	17.0504265006
1497-RMM-2202B	26.9536086013	15.153217285	20.0583337648
1497-RMM-2203B	24.7534252534	17.1218619746	20.243561621
1497-RMM-2204B	25.4936690964	17.2354766284	20.0984663399
1497-RMM-2205B	27.3605319759	12.6562740592	20.5969275151
1497-RMM-2206B	22.9394052018	13.8761207369	24.8936944315
1497-RMM-2207B	21.9785181852	15.5629090027	24.9404205618
1497-RMM-2208B	22.6429509965	15.6511858548	24.780229997
1497-RMM-2209B	26.1298918192	14.784043797	20.2627253024
1497-RMM-2210B	22.4153331008	16.4695734631	23.3905788901
1497-RMM-2211B	17.6397475354	17.7449921102	28.9705571322
1497-RMM-2212B	24.0224506254	14.5235241723	23.3556657469
1497-RMM-2213B	24.9601372518	15.6717224014	21.69823357
1497-RMM-2214B	19.2673971156	17.4089578637	25.7871992265
1497-RMM-2215B	27.2871761262	13.0855554335	20.4735666318
1497-RMM-2216B	25.1748428034	17.1051797157	20.5832477029
1497-RMM-2217B	22.2446130804	14.6380779942	25.8509948485
1497-RMM-2218B	21.8801201544	15.5439169747	23.9752787494
1497-RMM-2219B	26.7419366526	12.1856749151	22.3232870825
1497-RMM-2220B	21.7028020095	14.6674881521	25.9729874763
1497-RMM-2221B	24.547629913	15.7665713498	22.5238195606
1497-RMM-2222B	22.3690581339	14.9584563765	24.0669583159
1497-RMM-2223B	20.723218936	16.2077549949	25.463381705
1497-RMM-2224B	23.4081857538	16.9324237804	22.1406831566
1497-RMM-2225B	24.3017015017	16.0065718089	21.9066637075
1497-RMM-2226B	22.8167013782	15.1389993628	25.8535731442
1497-RMM-2227B	25.1973823499	15.0037454299	22.0630235215
1497-RMM-2228B	19.0160786068	17.8769081495	25.5892115725
1497-RMM-2229B	17.5088586528	18.3441052569	27.1058577193
1497-RMM-2230B	23.7046293968	14.8495882241	22.4745701809
1497-RMM-2231B	14.7999033441	24.1580960429	26.0468020589
1497-RMM-2232B	26.5295863251	15.3383768121	21.0850756212
1497-RMM-2233B	20.1777018394	18.1320154798	25.7770396604
1497-RMM-2234B	24.8753398726	15.7745577331	22.2340889233
1497-RMM-2235B	22.5039861262	18.6896056885	21.096230171
1497-RMM-2236B	22.7445140937	16.5350119024	24.0367650772
1497-RMM-2237B	23.1914835113	16.6350227433	23.073148778
1497-RMM-2238B	27.4528536663	15.5729593676	18.8089401548
1497-RMM-2239B	24.3399330626	12.6213259827	24.6675720447
1497-RMM-2240B	23.5937671336	15.1213861019	22.9449904556
1497-RMM-2241B	22.1040603211	13.6840312603	26.1752029889
1497-RMM-2242B	24.7669532738	16.3222897983	21.7016587469
1497-RMM-2243B	19.0476666513	20.5962147122	25.3562496366
1497-RMM-2244B	24.015932239	13.0546520503	24.7214171432
1497-RMM-2245B	21.9447019017	16.6529627739	24.2927981885
1497-RMM-2246B	16.9903592778	18.3835878904	28.2820958653
1497-RMM-2247B	23.2105219594	19.277185416	20.2400147004
1497-RMM-2248B	27.0181843389	14.424565877	20.6975489641
1497-RMM-2249B	25.8360221736	14.1360294524	22.4830280953
1497-RMM-2250B	27.6491929371	14.599591665	19.996409112
1497-RMM-2251B	22.7916676338	15.2862237751	25.0956072547
1497-RMM-2252B	26.4597933625	14.438413698	21.248135476
1497-RMM-2253B	22.3844112618	14.794048777	24.02981294
1497-RMM-2254B	22.4323673368	15.8312860184	23.9275100788
1497-RMM-2255B	17.7408896827	18.3008030404	26.4070653561
1497-RMM-2256B	24.5255157655	13.7241171052	23.7482372701
1497-RMM-2257B	21.8200347984	15.7507709891	24.8656489744
1497-RMM-2258B	20.7137889952	16.1718387817	25.0915630036
1497-RMM-2259B	28.395106723	14.7927534121	18.9531628679
1497-RMM-2260B	14.8293395627	21.3160687635	27.6314667317
1497-RMM-2261B	24.0847202051	15.5461508015	22.681050311
1497-RMM-2262B	22.2557147133	16.4997779009	24.5853406277
1497-RMM-2263B	23.2029981378	12.0806833252	25.3694266174
1497-RMM-2264B	25.1014182464	14.323442217	22.3407894546
1497-RMM-2265B	22.599823504	15.1895346516	24.3010623289
1497-RMM-2266B	22.6451940981	17.8524038221	22.10485615
1497-RMM-2267B	26.5058932033	17.963739505	17.6311263819
1497-RMM-2268B	24.2919426541	15.0751132519	23.1237758691
1497-RMM-2269B	22.8112053062	16.2605067132	23.1480266406
1497-RMM-2270B	16.6743274241	21.3358913772	26.7476690843
1497-RMM-2271B	27.4218535031	14.878092879	18.3052254345
1497-RMM-2272B	22.749719766	14.4176967754	23.6441299886
1497-RMM-2273B	20.4714876532	18.122445102	24.6716316372
1497-RMM-2274B	24.2376507908	16.5787485798	21.7559084217
1497-RMM-2275B	22.0911917634	14.5298785342	25.9158936338
1497-RMM-2276B	19.7570814194	15.1883976753	27.1483427963
1497-RMM-2277B	25.6701540807	15.6118857269	21.1804189481
1497-RMM-2278B	23.6004626805	15.6965358454	23.5252292599
1497-RMM-2279B	19.2279104695	21.181128504	24.0743286762
1497-RMM-2280B	27.9625103507	12.9041985883	20.9805453912
1497-RMM-2281B	21.4063520507	16.911571479	25.0089644997
1497-RMM-2282B	21.6965582292	14.676214581	25.1376649262
1497-RMM-2283B	22.5369667574	15.8967923673	23.5848035938
1497-RMM-2284B	25.1419516786	16.0494500537	21.1942833821
1497-RMM-2285B	22.0954632853	18.3494630986	22.6449023377
1497-RMM-2286B	25.9706748014	12.8709798675	22.0979033554
1497-RMM-2287B	29.4266381732	13.9731365917	18.5261387773
1497-RMM-2288B	25.0450489225	15.4445329182	21.9975915765
1497-RMM-2289B	27.3096557209	14.4581490318	19.4380948528
1497-RMM-2290B	23.1053869001	17.2908100499	22.4718792377
1497-RMM-2291B	27.8557555337	15.8700555006	18.4979280313
1497-RMM-2292B	20.0068398021	17.7307908133	25.8112872609
1497-RMM-2293B	26.9524935769	13.663802918	19.7498359818
1497-RMM-2294B	24.0079225911	14.1588711601	23.6690367249
1497-RMM-2295B	23.8003408263	15.2384789491	22.8877371708
1497-RMM-2296B	21.5967564861	18.8582736263	22.7849475572
1497-RMM-2297B	22.7601639587	17.1155759269	22.7873113277
1497-RMM-2298B	20.3484228613	16.8295588593	26.3753057702
1497-RMM-2299B	21.5509149797	15.5080011791	25.2186476116
1497-RMM-2300B	16.538200792	16.367667295	29.9289335892
1497-RMM-2301B	31.0615895667	13.2313788781	16.5290165579
1497-RMM-2302B	24.9219432795	14.2311046924	21.9071814981
1497-RMM-2303B	24.1531194395	13.9609602461	23.3690768134
1497-RMM-2304B	27.8270207436	13.7260769404	19.4997710549
1497-RMM-2305B	25.7177475726	16.7044014291	20.7477148047
1497-RMM-2306B	28.2097046197	13.0814469861	19.1877627524
1497-RMM-2307B	24.6415740976	16.4917508087	20.5524185854
1497-RMM-2308B	27.5529091054	15.3309838682	19.2688969498
1497-RMM-2309B	26.0081916364	12.6593311658	22.267633878
1497-RMM-2310B	23.4722840601	14.1218488784	24.4783575927
1497-RMM-2311B	21.6113820267	16.2197885012	24.71659339
1497-RMM-2312B	18.4517358567	16.546106439	27.3386248706
1497-RMM-2313B	27.3757062851	11.9748532413	21.6959111294
1497-RMM-2314B	21.2559651048	15.9117156431	24.9247442524
1497-RMM-2315B	22.8707500071	17.8451925175	22.0817801967
1497-RMM-2316B	27.0245341877	14.5667421946	19.4365834682
1497-RMM-2317B	32.6843185522	14.1160619385	14.6614889545
1497-RMM-2318B	23.8657888333	13.7894324632	23.5731315579
1497-RMM-2319B	23.9547697177	16.1618445094	21.7628687102
1497-RMM-2320B	19.8387727988	18.7734867747	24.350430132
1497-RMM-2321B	26.3309240424	12.9517219172	21.3578598303
1497-RMM-2322B	20.0570174836	17.724596391	25.7867506409
1497-RMM-2323B	21.9394895812	15.9506635133	23.6032139757
1497-RMM-2324B	27.4903983233	15.7696795933	18.9419528668
1497-RMM-2325B	20.7822770487	14.9393210215	25.9509776015
1497-RMM-2326B	24.5010982261	12.7413499504	24.1553544295
1497-RMM-2327B	19.9220723686	17.0914114323	25.899584287
1497-RMM-2328B	26.2820652146	14.3347953155	21.6462399251
1497-RMM-2329B	24.1732878574	15.097572339	22.8218923258
1497-RMM-2330B	26.0361618319	16.0630137777	20.3972953257
1497-RMM-2331B	20.6520890784	15.6310980094	25.8154468206
1497-RMM-2332B	22.4417097333	14.6653866965	25.3075175754
1497-RMM-2333B	25.3421437956	12.6359873186	23.267731203
1497-RMM-2334B	19.8082161309	16.9617266504	26.425974956
1497-RMM-2335B	24.8008017916	14.7377245386	21.2586936575
1497-RMM-2336B	19.7408229593	18.8196808636	24.3367308554
1497-RMM-2337B	24.5705143989	12.5344903472	23.2187107887
1497-RMM-2338B	24.1231380621	15.3863144622	23.5079346049
1497-RMM-2339B	24.6824158487	14.5678444623	23.2787231089
1497-RMM-2340B	22.2482550539	15.9218786085	25.2130469626
1497-RMM-2341B	23.7612662329	16.9454533928	22.1258570678
1497-RMM-2342B	28.3239471915	11.8383968169	21.1392833372
1497-RMM-2343B	26.9369486274	14.1252443399	20.1826610832
1497-RMM-2344B	23.8480302101	13.7029692022	23.09405383
1497-RMM-2345B	20.3819145979	19.0473571017	22.5734685292
1497-RMM-2346B	21.8539976259	14.7682367644	25.232740922
1497-RMM-2347B	29.7511647163	15.1378121178	17.3800054085
1497-RMM-2348B	25.1995728275	14.7393048816	21.4893654713
1497-RMM-2349B	15.3128734984	19.8614251962	29.4059565852
1497-RMM-2350B	26.8712734194	15.249433494	19.3073333793
1497-RMM-2351B	27.7826908635	13.2140853703	21.6510742688
1497-RMM-2352B	20.1515337169	16.7901321531	26.0449126688
1497-RMM-2353B	19.2454570834	12.650522931	29.7322088055
1497-RMM-2355B	23.7698568964	13.5633646989	23.8765865703
1497-RMM-2356B	22.6089533554	17.3596213851	22.7352595832
1497-RMM-2357B	24.7763793947	13.2779093732	22.9306836821
1497-RMM-2358B	23.3149920452	13.8845061715	24.6389332661
1497-RMM-2359B	20.2977158746	15.6465552047	25.3381443898
1497-RMM-2360B	27.2259844809	14.712116762	20.7698298559
1497-RMM-2361B	23.2156810063	15.62346511	23.7340764932
1497-RMM-2362B	22.9766908818	14.4179949615	24.6813844056
1497-RMM-2363B	21.7537066597	15.9252403446	25.0162462786
1497-RMM-2364B	21.8922472818	15.9125949745	25.3104900218
1497-RMM-2365B	25.3400389205	16.0314639258	20.1131118097
1497-RMM-2366B	22.8534322796	15.1695013915	23.8293914376
1497-RMM-2367B	24.2133293488	15.1103142156	21.6877356604
1497-RMM-2368B	24.2459267873	15.0462845187	22.0743808906
1497-RMM-2369B	27.020036355	12.1576939622	22.8524987642
1497-RMM-2370B	25.5659745006	14.9269606939	21.4170287096
1497-RMM-2371B	17.1468960394	18.2422301045	27.6576251488
1497-RMM-2372B	24.8948186277	14.9656593381	22.0273622937
1497-RMM-2373B	25.5512221414	14.4255611956	21.8737108682
1497-RMM-2374B	23.2730271526	14.8681217422	23.2565142352
1497-RMM-2375B	27.7879604157	14.6452493408	19.8564163101
1497-RMM-2376B	20.933421574	15.4044527279	24.8803736169
1497-RMM-2377B	22.3985806035	17.0946862609	23.4442880315
1497-RMM-2378B	27.3055392776	13.852839659	20.8989181464
1497-RMM-2379B	28.0460106582	11.5252811503	21.8031574524
1497-RMM-2380B	20.8287001387	17.3762087729	24.0060993822
1497-RMM-2381B	22.9962117655	14.9753046404	24.3696473346
1497-RMM-2382B	20.3661762219	17.9587806108	24.4580724518
1497-RMM-2383B	20.3820415185	18.4817690439	24.1024993164
1497-RMM-2384B	19.6684567066	17.2383884411	26.201881285
1497-RMM-2385B	17.4783587525	19.8189178808	25.9966861907
1497-RMM-2386B	29.6639230401	12.8647481287	19.3481732896
1497-RMM-2387B	23.2991456431	16.4624369479	23.1038092805
1497-RMM-2388B	19.0273264172	18.2910991425	25.5783992227
1497-RMM-2389B	22.7245873634	15.4489780294	23.0455651996
1497-RMM-2390B	25.2632601809	14.9191291016	21.8567031018
1497-RMM-2391B	18.7186640532	19.6706040836	24.9765202815
1497-RMM-2392B	23.1911314796	16.2428862941	23.2721885602
1497-RMM-2393B	21.1359657851	13.9739658623	25.6130871613
1497-RMM-2394B	20.5487301549	14.6706630047	27.6828916398
1497-RMM-2395B	27.3770572142	14.8082085104	19.1270471412
1497-RMM-2396B	33.9436013691	10.4676835462	15.8883241921
1497-RMM-2397B	25.1354572691	15.4698328626	20.948453097
1497-RMM-2398B	22.9074501778	14.2693834797	25.3708368074
1497-RMM-2399B	18.401071392	16.3805397682	28.5560747466
1497-RMM-2400B	26.0369985947	13.6978626105	21.0976457672
1497-RMM-2401B	26.1519321831	13.444562494	21.4350662757
1497-RMM-2402B	25.1039740085	13.7551515235	22.8299761084
1497-RMM-2403B	25.4796326471	11.1404539949	24.1982759717
1497-RMM-2404B	16.5907704504	18.7504099078	27.035010917
1497-RMM-2405B	21.3503081471	16.4235901192	24.4300139126
1497-RMM-2407B	16.1151642297	18.7567832198	28.207475524
1497-RMM-2408B	18.688862888	16.9749425612	26.2173959751
1497-RMM-2409B	13.8186823586	18.768092188	30.1161744057
1497-RMM-2410B	20.8701400586	16.4569563931	24.2552329691
1497-RMM-2411B	11.3988460081	19.4586699296	32.6349277381
1497-RMM-2412B	20.215033736	19.4150271953	23.1621835367
1497-RMM-2413B	23.7831414936	15.531877435	23.4345957733
1497-RMM-2414B	29.1116515354	12.9400229386	20.802644194
1497-RMM-2415	24.2752274959	15.5554961168	23.7199268788
1497-RMM-2416	22.1914874894	16.6810598978	22.954683963
1497-RMM-2417B	27.5975815264	14.3750544843	19.6651579638
1497-RMM-2418B	24.9187997002	14.4645552669	22.498160213
1497-RMM-2419B	20.5270119097	18.4896127052	23.3254965949
1497-RMM-2420B	25.169327504	14.4925756616	22.1792682671
1497-RMM-2421B	33.4659447536	14.7613930169	13.7372722704
1497-RMM-2422B	26.1900204025	11.91938436	23.2208535836
1497-RMM-2423B	14.0552195236	23.998354114	25.8014015286
1497-RMM-2424B	21.7016931315	15.8806755444	25.0978572527
1497-RMM-2425B	26.4156512178	14.8938654517	19.5759522762
1497-RMM-2426B	26.4067938256	14.9465583537	20.5922394471
1497-RMM-2427B	21.8858796378	14.1749924113	26.9703398301
1497-RMM-2428B	24.4903157127	18.4397041364	20.04119686
1497-RMM-2429B	25.9188186634	14.375349747	20.3543771115
1497-RMM-2430B	20.137559165	16.5720549942	25.3511396092
1497-RMM-2431B	25.3075200583	15.119379905	22.1323756209
1497-RMM-2432B	19.8912584499	18.2806380181	24.7926361766
1497-RMM-2433B	19.5524693649	13.1018512464	29.4995939868
1497-RMM-2434B	27.9622653451	13.0771748529	20.2461882313
1497-RMM-2435B	25.231962039	13.100131072	23.6045451369
1497-RMM-2436B	14.67191818	22.8962684566	26.3462817021
1497-RMM-2437B	21.4978053346	13.9680357178	25.8404065777
1497-RMM-2438B	23.0721340333	15.2647114059	23.3869621367
1497-RMM-2439B	25.892015768	15.092607321	21.0795363586
1497-RMM-2440B	26.7212540648	14.1260803157	20.5820561157
1497-RMM-2441B	22.3663665074	19.051054313	21.377561409
1497-RMM-2442B	23.1132295219	15.6081442743	23.1164867779
1497-RMM-2443B	19.1693674761	16.5472418669	27.3454616338
1497-RMM-2444B	21.6165910049	14.7808027032	25.3902584797
1497-RMM-2445B	25.9184792317	13.3925336963	21.8114723847
1497-RMM-2446B	22.1257388765	16.7729811782	23.644623848
1497-RMM-2447B	23.4513604078	16.5451533528	22.3067157674
1497-RMM-2448B	24.0666197614	17.9446570539	19.4546540061
1497-RMM-2449B	29.0552646272	14.3150389873	18.0751479963
1497-RMM-2450B	23.1010153817	16.4506034131	22.6667741143
1497-RMM-2451B	31.5769636446	13.2547270354	17.3765424616
1497-RMM-2452B	23.6975979936	16.5245099468	23.2613863816
1497-RMM-2453B	23.3945225526	17.4836222028	20.6780823203
1497-RMM-2454B	24.6925607807	14.8874769596	22.5304760259
1497-RMM-2455B	23.1890656756	14.9539162796	23.1090145751
1497-RMM-2461B	25.0853971943	14.9188728309	22.2346262081
1497-RMM-2462B	24.7263807534	14.7325935783	22.7733172396
1497-RMM-2463B	23.4696235806	15.978976288	22.6928028074
1497-RMM-2464B	29.5804650855	12.0734149822	19.1070699768
1497-RMM-2465B	26.7287523477	11.5231333853	23.2135894692
1497-RMM-2466B	26.7520850469	14.3760986684	20.7813328414
1497-RMM-2467B	21.4928336612	14.0879560796	26.7986382879
1497-RMM-2468B	26.8880328639	15.9465635797	19.2160318103
1497-RMM-2469B	25.9534516737	14.3341835991	21.5614338448
1497-RMM-2470B	29.0271284342	12.0087031831	20.0714723927
1497-RMM-2471B	24.7083357117	12.128438287	24.873551508
1497-RMM-2472B	26.0179875659	13.2815975552	21.5528370693
1497-RMM-2473B	21.3551431126	15.7233499975	24.882883682
1497-RMM-2474B	24.4019500999	15.1198884133	23.1860682467
1497-RMM-2475B	22.5673553346	15.3402295102	24.3745777468
1497-RMM-2476B	24.712887447	14.6708280551	22.2080747744
1497-RMM-2477B	24.736115902	14.2210226296	21.4469109431
1497-RMM-2478B	26.8496293429	12.3326107377	21.800758504
1497-RMM-2479B	24.782843492	16.5560750941	21.8066099939
1497-RMM-2480B	25.7820580372	13.2735521711	22.8432137865
1497-RMM-2481B	25.3101472888	13.6911032428	21.6882669442
1497-RMM-2482B	24.9653597003	14.7080199663	21.1889877296
1497-RMM-2483B	23.9706294427	14.9573120307	22.6663283934
1497-RMM-2484B	27.6100721864	13.3211055559	20.6064584432
1497-RMM-2485B	15.5611858957	17.4628794529	30.045909014
1497-RMM-2486B	24.803556332	13.0678234612	23.2854414179
1497-RMM-2487B	22.7107645835	14.6430927118	24.169367115
1497-RMM-2488B	28.6430592746	11.7560609208	20.5040436262
1497-RMM-2489B	25.995691969	14.7723603163	21.1785723032
1497-RMM-2490B	21.1853801251	14.695844444	26.5348839397
1497-RMM-2491B	27.1036554395	14.8087433053	19.5935903036
1497-RMM-2492B	23.6789265657	16.0955516548	21.9707431839
1497-RMM-2493B	27.4333029419	13.3444079402	20.6081512566
1497-RMM-2494B	27.2893447806	14.2449072721	20.8397860659
1497-RMM-2495B	25.7628466248	15.5526729316	20.840319355
1497-RMM-2496B	24.2925988474	13.6679080121	24.4093374657
1497-RMM-2497B	24.1083458762	14.2202158672	23.3925784796
1497-RMM-2498B	18.232517293	17.0331683108	27.4102284045
1497-RMM-2499B	22.275130284	17.2955363262	23.672971941
1497-RMM-2500B	26.7189299389	11.8309882368	22.6503682739
